DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
5,0.60,Superhydrophobic,150,0.28,165,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,170,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,175,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,180,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,185,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,190,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,195,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,200,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,205,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,210,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,215,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,220,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,225,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,230,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,235,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,240,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,245,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,250,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,255,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,260,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,265,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,270,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,275,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,280,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,285,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,290,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,295,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,300,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,305,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,310,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,315,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,320,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,325,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,330,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,335,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,340,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,345,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,350,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,355,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,360,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,365,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,370,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,375,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,380,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,385,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,390,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,395,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,400,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,405,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,410,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,415,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,420,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,425,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,430,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,435,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,440,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,445,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,450,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,455,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,460,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,465,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,470,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,475,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,480,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,485,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,490,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,495,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,500,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,505,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,510,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,515,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,520,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,525,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,530,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,535,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,540,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,545,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,550,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,555,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,560,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,565,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,570,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,575,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,580,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,585,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,590,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,595,1.000000,0.000000,1
5,0.60,Superhydrophobic,150,0.28,600,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,0,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,5,0.603143,0.043788,1
5,0.70,Untreated glass,20,0.09,10,0.611908,0.057125,1
5,0.70,Untreated glass,20,0.09,15,0.598958,0.072751,1
5,0.70,Untreated glass,20,0.09,20,0.571732,0.090135,1
5,0.70,Untreated glass,20,0.09,25,0.531998,0.108400,1
5,0.70,Untreated glass,20,0.09,30,0.494053,0.126470,0
5,0.70,Untreated glass,20,0.09,35,0.483404,0.143317,0
5,0.70,Untreated glass,20,0.09,40,0.462959,0.158173,0
5,0.70,Untreated glass,20,0.09,45,0.444564,0.170646,0
5,0.70,Untreated glass,20,0.09,50,0.446758,0.180693,0
5,0.70,Untreated glass,20,0.09,55,0.434654,0.188520,0
5,0.70,Untreated glass,20,0.09,60,0.439919,0.194459,0
5,0.70,Untreated glass,20,0.09,65,0.442271,0.198877,0
5,0.70,Untreated glass,20,0.09,70,0.438196,0.202115,0
5,0.70,Untreated glass,20,0.09,75,0.455281,0.204462,0
5,0.70,Untreated glass,20,0.09,80,0.448931,0.206150,0
5,0.70,Untreated glass,20,0.09,85,0.456887,0.207357,0
5,0.70,Untreated glass,20,0.09,90,0.470496,0.208217,0
5,0.70,Untreated glass,20,0.09,95,0.465386,0.208827,0
5,0.70,Untreated glass,20,0.09,100,0.472562,0.209260,0
5,0.70,Untreated glass,20,0.09,105,0.486727,0.209566,0
5,0.70,Untreated glass,20,0.09,110,0.484881,0.209782,0
5,0.70,Untreated glass,20,0.09,115,0.485362,0.209935,0
5,0.70,Untreated glass,20,0.09,120,0.498621,0.210043,0
5,0.70,Untreated glass,20,0.09,125,0.505083,0.210119,0
5,0.70,Untreated glass,20,0.09,130,0.501424,0.210173,0
5,0.70,Untreated glass,20,0.09,135,0.505165,0.210211,0
5,0.70,Untreated glass,20,0.09,140,0.516982,0.210238,0
5,0.70,Untreated glass,20,0.09,145,0.521879,0.210256,1
5,0.70,Untreated glass,20,0.09,150,0.518756,0.210270,0
5,0.70,Untreated glass,20,0.09,155,0.520506,0.210279,1
5,0.70,Untreated glass,20,0.09,160,0.530155,0.210286,1
5,0.70,Untreated glass,20,0.09,165,0.537367,0.210290,1
5,0.70,Untreated glass,20,0.09,170,0.536394,0.210294,1
5,0.70,Untreated glass,20,0.09,175,0.534462,0.210296,1
5,0.70,Untreated glass,20,0.09,180,0.539268,0.210298,1
5,0.70,Untreated glass,20,0.09,185,0.609514,0.173136,1
5,0.70,Untreated glass,20,0.09,190,0.669030,0.142542,1
5,0.70,Untreated glass,20,0.09,195,0.717162,0.117353,1
5,0.70,Untreated glass,20,0.09,200,0.759594,0.096616,1
5,0.70,Untreated glass,20,0.09,205,0.799561,0.079543,1
5,0.70,Untreated glass,20,0.09,210,0.835332,0.065487,1
5,0.70,Untreated glass,20,0.09,215,0.864344,0.053915,1
5,0.70,Untreated glass,20,0.09,220,0.886850,0.044388,1
5,0.70,Untreated glass,20,0.09,225,0.905274,0.036544,1
5,0.70,Untreated glass,20,0.09,230,0.921571,0.030086,1
5,0.70,Untreated glass,20,0.09,235,0.936022,0.024770,1
5,0.70,Untreated glass,20,0.09,240,0.948048,0.020393,1
5,0.70,Untreated glass,20,0.09,245,0.957438,0.016789,1
5,0.70,Untreated glass,20,0.09,250,0.964724,0.013822,1
5,0.70,Untreated glass,20,0.09,255,0.970708,0.011380,1
5,0.70,Untreated glass,20,0.09,260,0.975905,0.009369,1
5,0.70,Untreated glass,20,0.09,265,0.980409,0.007713,1
5,0.70,Untreated glass,20,0.09,270,0.984132,0.006350,1
5,0.70,Untreated glass,20,0.09,275,0.987058,0.005228,1
5,0.70,Untreated glass,20,0.09,280,0.989330,0.004304,1
5,0.70,Untreated glass,20,0.09,285,0.991159,0.003544,1
5,0.70,Untreated glass,20,0.09,290,0.992708,0.002918,1
5,0.70,Untreated glass,20,0.09,295,0.994044,0.002402,1
5,0.70,Untreated glass,20,0.09,300,0.995171,0.001978,1
5,0.70,Untreated glass,20,0.09,305,0.996081,0.001628,1
5,0.70,Untreated glass,20,0.09,310,0.996794,0.001340,1
5,0.70,Untreated glass,20,0.09,315,0.997355,0.001104,1
5,0.70,Untreated glass,20,0.09,320,0.997811,0.000909,1
5,0.70,Untreated glass,20,0.09,325,0.998196,0.000748,1
5,0.70,Untreated glass,20,0.09,330,0.998526,0.000616,1
5,0.70,Untreated glass,20,0.09,335,0.998803,0.000507,1
5,0.70,Untreated glass,20,0.09,340,0.999028,0.000417,1
5,0.70,Untreated glass,20,0.09,345,0.999206,0.000344,1
5,0.70,Untreated glass,20,0.09,350,0.999347,0.000283,1
5,0.70,Untreated glass,20,0.09,355,0.999460,0.000233,1
5,0.70,Untreated glass,20,0.09,360,0.999554,0.000192,1
5,0.70,Untreated glass,20,0.09,365,0.999634,0.000158,1
5,0.70,Untreated glass,20,0.09,370,0.999701,0.000130,1
5,0.70,Untreated glass,20,0.09,375,0.999757,0.000107,1
5,0.70,Untreated glass,20,0.09,380,0.999803,0.000088,1
5,0.70,Untreated glass,20,0.09,385,0.999838,0.000073,1
5,0.70,Untreated glass,20,0.09,390,0.999867,0.000060,1
5,0.70,Untreated glass,20,0.09,395,0.999890,0.000049,1
5,0.70,Untreated glass,20,0.09,400,0.999909,0.000040,1
5,0.70,Untreated glass,20,0.09,405,0.999925,0.000033,1
5,0.70,Untreated glass,20,0.09,410,0.999939,0.000027,1
5,0.70,Untreated glass,20,0.09,415,0.999950,0.000023,1
5,0.70,Untreated glass,20,0.09,420,0.999960,0.000019,1
5,0.70,Untreated glass,20,0.09,425,0.999967,0.000015,1
5,0.70,Untreated glass,20,0.09,430,0.999973,0.000013,1
5,0.70,Untreated glass,20,0.09,435,0.999978,0.000010,1
5,0.70,Untreated glass,20,0.09,440,0.999981,0.000009,1
5,0.70,Untreated glass,20,0.09,445,0.999985,0.000007,1
5,0.70,Untreated glass,20,0.09,450,0.999987,0.000006,1
5,0.70,Untreated glass,20,0.09,455,0.999990,0.000005,1
5,0.70,Untreated glass,20,0.09,460,0.999992,0.000004,1
5,0.70,Untreated glass,20,0.09,465,0.999993,0.000003,1
5,0.70,Untreated glass,20,0.09,470,0.999994,0.000003,1
5,0.70,Untreated glass,20,0.09,475,0.999995,0.000002,1
5,0.70,Untreated glass,20,0.09,480,0.999996,0.000002,1
5,0.70,Untreated glass,20,0.09,485,0.999997,0.000001,1
5,0.70,Untreated glass,20,0.09,490,0.999997,0.000001,1
5,0.70,Untreated glass,20,0.09,495,0.999998,0.000001,1
5,0.70,Untreated glass,20,0.09,500,0.999998,0.000001,1
5,0.70,Untreated glass,20,0.09,505,0.999999,0.000001,1
5,0.70,Untreated glass,20,0.09,510,0.999999,0.000001,1
5,0.70,Untreated glass,20,0.09,515,0.999999,0.000000,1
5,0.70,Untreated glass,20,0.09,520,0.999999,0.000000,1
5,0.70,Untreated glass,20,0.09,525,0.999999,0.000000,1
5,0.70,Untreated glass,20,0.09,530,0.999999,0.000000,1
5,0.70,Untreated glass,20,0.09,535,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,540,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,545,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,550,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,555,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,560,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,565,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,570,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,575,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,580,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,585,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,590,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,595,1.000000,0.000000,1
5,0.70,Untreated glass,20,0.09,600,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,0,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,5,0.802322,0.050095,1
5,0.70,Hydrophilic coat,10,0.35,10,0.809405,0.064608,1
5,0.70,Hydrophilic coat,10,0.35,15,0.784478,0.081196,1
5,0.70,Hydrophilic coat,10,0.35,20,0.765374,0.099143,1
5,0.70,Hydrophilic coat,10,0.35,25,0.751891,0.117449,1
5,0.70,Hydrophilic coat,10,0.35,30,0.733403,0.135030,1
5,0.70,Hydrophilic coat,10,0.35,35,0.710126,0.150963,1
5,0.70,Hydrophilic coat,10,0.35,40,0.711248,0.164663,1
5,0.70,Hydrophilic coat,10,0.35,45,0.694529,0.175921,1
5,0.70,Hydrophilic coat,10,0.35,50,0.700275,0.184831,1
5,0.70,Hydrophilic coat,10,0.35,55,0.689445,0.191677,1
5,0.70,Hydrophilic coat,10,0.35,60,0.700453,0.196817,1
5,0.70,Hydrophilic coat,10,0.35,65,0.692798,0.200610,1
5,0.70,Hydrophilic coat,10,0.35,70,0.701451,0.203374,1
5,0.70,Hydrophilic coat,10,0.35,75,0.705332,0.205369,1
5,0.70,Hydrophilic coat,10,0.35,80,0.702241,0.206799,1
5,0.70,Hydrophilic coat,10,0.35,85,0.713749,0.207820,1
5,0.70,Hydrophilic coat,10,0.35,90,0.715464,0.208545,1
5,0.70,Hydrophilic coat,10,0.35,95,0.713816,0.209060,1
5,0.70,Hydrophilic coat,10,0.35,100,0.723687,0.209425,1
5,0.70,Hydrophilic coat,10,0.35,105,0.727980,0.209682,1
5,0.70,Hydrophilic coat,10,0.35,110,0.725192,0.209865,1
5,0.70,Hydrophilic coat,10,0.35,115,0.730544,0.209993,1
5,0.70,Hydrophilic coat,10,0.35,120,0.738651,0.210084,1
5,0.70,Hydrophilic coat,10,0.35,125,0.738456,0.210148,1
5,0.70,Hydrophilic coat,10,0.35,130,0.737294,0.210193,1
5,0.70,Hydrophilic coat,10,0.35,135,0.743300,0.210225,1
5,0.70,Hydrophilic coat,10,0.35,140,0.749665,0.210248,1
5,0.70,Hydrophilic coat,10,0.35,145,0.749448,0.210264,1
5,0.70,Hydrophilic coat,10,0.35,150,0.748066,0.210275,1
5,0.70,Hydrophilic coat,10,0.35,155,0.752139,0.210283,1
5,0.70,Hydrophilic coat,10,0.35,160,0.758386,0.210288,1
5,0.70,Hydrophilic coat,10,0.35,165,0.760236,0.210292,1
5,0.70,Hydrophilic coat,10,0.35,170,0.758490,0.210295,1
5,0.70,Hydrophilic coat,10,0.35,175,0.759132,0.210297,1
5,0.70,Hydrophilic coat,10,0.35,180,0.763961,0.210298,1
5,0.70,Hydrophilic coat,10,0.35,185,0.805231,0.173137,1
5,0.70,Hydrophilic coat,10,0.35,190,0.837185,0.142542,1
5,0.70,Hydrophilic coat,10,0.35,195,0.862928,0.117354,1
5,0.70,Hydrophilic coat,10,0.35,200,0.886000,0.096616,1
5,0.70,Hydrophilic coat,10,0.35,205,0.906902,0.079543,1
5,0.70,Hydrophilic coat,10,0.35,210,0.924309,0.065487,1
5,0.70,Hydrophilic coat,10,0.35,215,0.937718,0.053915,1
5,0.70,Hydrophilic coat,10,0.35,220,0.948150,0.044388,1
5,0.70,Hydrophilic coat,10,0.35,225,0.956973,0.036544,1
5,0.70,Hydrophilic coat,10,0.35,230,0.964805,0.030086,1
5,0.70,Hydrophilic coat,10,0.35,235,0.971510,0.024770,1
5,0.70,Hydrophilic coat,10,0.35,240,0.976859,0.020393,1
5,0.70,Hydrophilic coat,10,0.35,245,0.980963,0.016789,1
5,0.70,Hydrophilic coat,10,0.35,250,0.984209,0.013822,1
5,0.70,Hydrophilic coat,10,0.35,255,0.986954,0.011380,1
5,0.70,Hydrophilic coat,10,0.35,260,0.989349,0.009369,1
5,0.70,Hydrophilic coat,10,0.35,265,0.991378,0.007713,1
5,0.70,Hydrophilic coat,10,0.35,270,0.993006,0.006350,1
5,0.70,Hydrophilic coat,10,0.35,275,0.994268,0.005228,1
5,0.70,Hydrophilic coat,10,0.35,280,0.995259,0.004304,1
5,0.70,Hydrophilic coat,10,0.35,285,0.996078,0.003544,1
5,0.70,Hydrophilic coat,10,0.35,290,0.996782,0.002918,1
5,0.70,Hydrophilic coat,10,0.35,295,0.997384,0.002402,1
5,0.70,Hydrophilic coat,10,0.35,300,0.997881,0.001978,1
5,0.70,Hydrophilic coat,10,0.35,305,0.998275,0.001628,1
5,0.70,Hydrophilic coat,10,0.35,310,0.998582,0.001340,1
5,0.70,Hydrophilic coat,10,0.35,315,0.998827,0.001104,1
5,0.70,Hydrophilic coat,10,0.35,320,0.999031,0.000909,1
5,0.70,Hydrophilic coat,10,0.35,325,0.999205,0.000748,1
5,0.70,Hydrophilic coat,10,0.35,330,0.999353,0.000616,1
5,0.70,Hydrophilic coat,10,0.35,335,0.999475,0.000507,1
5,0.70,Hydrophilic coat,10,0.35,340,0.999573,0.000417,1
5,0.70,Hydrophilic coat,10,0.35,345,0.999650,0.000344,1
5,0.70,Hydrophilic coat,10,0.35,350,0.999711,0.000283,1
5,0.70,Hydrophilic coat,10,0.35,355,0.999761,0.000233,1
5,0.70,Hydrophilic coat,10,0.35,360,0.999803,0.000192,1
5,0.70,Hydrophilic coat,10,0.35,365,0.999839,0.000158,1
5,0.70,Hydrophilic coat,10,0.35,370,0.999869,0.000130,1
5,0.70,Hydrophilic coat,10,0.35,375,0.999893,0.000107,1
5,0.70,Hydrophilic coat,10,0.35,380,0.999913,0.000088,1
5,0.70,Hydrophilic coat,10,0.35,385,0.999929,0.000073,1
5,0.70,Hydrophilic coat,10,0.35,390,0.999941,0.000060,1
5,0.70,Hydrophilic coat,10,0.35,395,0.999951,0.000049,1
5,0.70,Hydrophilic coat,10,0.35,400,0.999960,0.000040,1
5,0.70,Hydrophilic coat,10,0.35,405,0.999967,0.000033,1
5,0.70,Hydrophilic coat,10,0.35,410,0.999973,0.000027,1
5,0.70,Hydrophilic coat,10,0.35,415,0.999978,0.000023,1
5,0.70,Hydrophilic coat,10,0.35,420,0.999982,0.000019,1
5,0.70,Hydrophilic coat,10,0.35,425,0.999985,0.000015,1
5,0.70,Hydrophilic coat,10,0.35,430,0.999988,0.000013,1
5,0.70,Hydrophilic coat,10,0.35,435,0.999990,0.000010,1
5,0.70,Hydrophilic coat,10,0.35,440,0.999992,0.000009,1
5,0.70,Hydrophilic coat,10,0.35,445,0.999993,0.000007,1
5,0.70,Hydrophilic coat,10,0.35,450,0.999994,0.000006,1
5,0.70,Hydrophilic coat,10,0.35,455,0.999996,0.000005,1
5,0.70,Hydrophilic coat,10,0.35,460,0.999996,0.000004,1
5,0.70,Hydrophilic coat,10,0.35,465,0.999997,0.000003,1
5,0.70,Hydrophilic coat,10,0.35,470,0.999998,0.000003,1
5,0.70,Hydrophilic coat,10,0.35,475,0.999998,0.000002,1
5,0.70,Hydrophilic coat,10,0.35,480,0.999998,0.000002,1
5,0.70,Hydrophilic coat,10,0.35,485,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,490,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,495,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,500,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,505,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,510,0.999999,0.000001,1
5,0.70,Hydrophilic coat,10,0.35,515,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,520,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,525,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,530,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,535,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,540,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,575,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,580,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,585,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,590,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,595,1.000000,0.000000,1
5,0.70,Hydrophilic coat,10,0.35,600,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,0,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,5,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,10,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,15,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,20,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,25,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,30,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,35,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,40,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,45,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,50,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,55,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,60,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,65,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,70,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,75,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,80,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,85,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,90,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,95,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,100,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,105,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,110,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,115,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,120,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,125,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,130,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,135,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,140,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,145,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,150,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,155,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,160,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,165,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,170,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,175,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,180,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,185,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,190,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,195,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,200,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,205,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,210,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,215,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,220,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,225,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,230,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,235,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,240,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,245,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,250,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,255,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,260,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,265,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,270,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,275,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,280,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,285,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,290,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,295,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,300,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,305,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,310,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,315,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,320,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,325,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,330,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,335,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,340,1.000000,0.000000,1
5,0.70,Hydrophobic coat,100,0.14,345,1.000000,0.000000,1
